Gene ID	Leaf	Leaf	Leaf	Fruit	Fruit	Fruit	Root	Root	Root	Peel	Peel	Peel	Seed	Seed	Seed	Germinating Seed	Germinating Seed	Germinating Seed	Darkness	Darkness	Darkness	Drought	Drought	Drought	Heat	Heat	Heat	Cold	Cold	Cold
gene259.1	0.86	0.13	0.14	0	0.66	0.37	0.41	0.18	0.49	1.61	0.33	1.22	0.6	6.32	4.98	1.11	0.84	0.92	6.57	0.78	1.62	3.64	1.78	2.38	2.57	0.82	2.51	1.59	0	2.94
gene260.1	0.29	0.52	0	0	0	0	0	0.09	0.3	1.1	0	0	0.26	0.73	1.19	0.5	0.09	0	2.92	0.29	0.76	1.63	1.38	0.32	0.64	0.23	1.11	0.37	0	1.65
gene261.1	0.29	0.52	0	0	0	0	0	0.09	0	1.17	0	0	0.17	0.27	0.28	0.5	0	0	0.94	0.2	1.19	1.76	0.3	0.32	0.64	0.12	1.25	0.37	0	0.09
gene262.1	7.27	0.39	2.25	4.53	5.36	1.48	2.27	0.45	3.27	4.91	1.67	9.46	2.24	13.56	16.62	10.47	4.83	4.38	18.04	7.61	10.39	16.19	4.44	7.9	9.17	2.8	3.76	12.26	2.74	4.31
gene263.1	0.29	0	0	0.46	0	0	0	0	0.1	0	0.22	0.31	0.35	0.37	0.35	0.1	0.37	0	0.83	0.68	1.95	1	0.1	0.87	0.83	0	0.42	2.08	0	0.92
gene264.1	14.69	1.03	4.78	9.53	7.24	4.57	5.88	0.72	7.13	13.54	1.45	24.2	4.57	33.44	38.57	21.33	9.84	10.4	42.55	15.22	15.37	36.51	8.58	15.37	17.05	6.89	7.94	19.86	4.67	8.72
gene265.1	6.84	1.16	0.98	0.12	0.66	0.12	0.21	2.26	1.09	0.34	0.78	1.42	1.98	0.64	0.42	0.1	1.11	0.2	6.99	1.27	2.38	2.38	1.68	2.06	2.66	0.7	3.34	4.9	1.01	2.2
gene266.1	1	0.13	0.84	0	0.09	0	0	0.18	0.4	0	0.11	0.1	0.69	0	0	0	0	0	0.1	0.1	0.11	0.13	0.1	0	0.18	0.12	0.28	0.12	0.3	0.18
gene267.1	0.29	0.26	0.42	0.58	0.94	0.12	0.41	1.18	0.4	0.14	0.67	0	1.81	0.09	0.21	0.1	0	0.51	2.09	1.76	1.41	3.01	0.39	7.03	1.93	0.47	1.67	16.31	0.3	0.18
gene268.1	0.29	0.13	0.14	0.12	0.38	0	0.21	0.63	0.1	0.1	0.22	0	0.69	0	0.42	0	0	0	0.31	0.1	1.19	0.88	0.2	0.97	0.46	0.23	0.28	2.57	0.1	0.28
gene269.1	0.43	0	0.56	0.23	0.19	0.62	0.1	0.18	0.4	0.17	0	1.93	0	2.2	1.75	0.1	0.28	0.2	9.7	1.17	27.38	8.91	0.99	3.9	5.23	0.12	1.67	6.5	0.61	3.49
gene270.1	20.67	0.26	1.41	0	0.19	0	0.1	0.09	0	0	0.45	0	0.52	0.09	0.28	0.91	0.28	0	18.88	7.22	37.56	8.78	4.44	4	5.04	0	10.58	2.33	1.12	30.1
gene271.1	0.29	0.13	0.14	0	0.38	0.12	0	1.18	0.2	0.14	0	0.1	0.69	0	0	0	0	0	0	0.1	0.43	0.63	0.1	0.11	0.09	0	0.28	0.12	0.3	0.09
gene272.1	79.85	0.26	3.23	0.35	0.56	0	0.31	0.18	0	0.03	0.45	0.71	0.43	0.55	1.61	1.51	0.74	0.1	134.43	62.53	183.79	59.85	36.9	24.35	18.25	2.22	15.74	24.03	20.49	136.84
gene273.1	100.81	0.39	3.23	3.6	6.96	0.99	0.52	0.36	6.14	0.45	0.45	4.17	77.75	13.38	12.13	3.02	1.67	0.51	389.85	181.84	464.44	253.72	95.31	121.64	54.28	13.9	52.23	105.68	72.12	319.83
gene274.1	0.14	0.26	0	0	0.09	0.25	0	0.36	0	0.24	0.56	0.1	0.69	0	0	0	0	0	0	0	1.08	0	0.59	0.11	0	0	0	0	0	0
gene275.1	35.79	30.94	40.76	40.43	15.98	20.98	26.2	14.92	29.89	40.16	26.82	28.98	23.13	56.53	48.81	35.22	24.61	23.45	16.06	14.24	10.17	17.07	14.5	13.42	9.63	14.49	9.75	15.45	7.2	8.63
gene276.1	15.26	9.28	10.68	14.64	9.12	11.48	23.62	1.54	10.69	17.45	8.46	12	2.42	14.84	18.3	10.97	15.14	9.38	11.37	9.76	10.61	12.55	15.39	8.77	7.52	11.8	7.38	17.29	6.9	7.34
gene277.1	8.98	4.77	10.68	10.34	13.16	4.44	19.49	25.77	7.42	7.8	13.02	5.69	4.06	2.2	3.3	20.53	12.54	12.95	9.18	8	14.18	16.56	9.37	7.58	19.71	8.76	19.78	4.17	6.8	10.19
gene278.1	6.99	18.82	6.18	4.53	2.26	2.22	6.5	3.26	2.08	8.21	7.46	7.32	2.5	2.84	4.91	5.03	7.24	2.65	1.67	3.51	3.46	2.26	4.83	1.73	13.84	8.06	16.85	6.99	13.69	3.58
gene279.1	4.42	39.32	1.26	1.51	0.47	0.99	0.1	54.26	0.2	2.34	7.9	4.17	3.19	1.01	0.63	8.76	14.02	13.56	2.29	2.24	2.27	1	2.37	0.87	158.62	106.07	169.08	5.39	2.43	1.01
gene280.1	40.64	24.11	34.43	16.03	13.63	23.32	34.34	3.53	29	36.48	28.27	9.25	19.85	8.8	10.24	37.94	37.52	50.07	16.69	10.73	22.84	13.8	7.01	14.93	30.07	14.84	28.97	15.69	12.98	16.43
gene281.1	1.43	3.87	0.28	1.98	20.59	4.69	0	0.09	0.59	0.14	2	0.1	0.09	0	0.14	0.1	0.46	0.71	0.21	0.29	0.11	4.77	1.09	2.6	6.6	6.66	3.9	15.33	12.48	17.07
gene282.1	0	0	0	0.46	2.63	1.36	0.41	0	0	0	0	0	0	0	0.07	0.3	0.19	0.71	0	0	0	0.13	0.2	0.11	0.28	0.82	2.92	2.21	1.72	3.95
gene283.1	2.85	0.77	1.55	0.46	0.47	5.18	3.2	0	2.57	2.37	2.23	1.22	0	1.19	1.19	0.3	3.53	4.89	0.21	0	0	0.88	0.49	0.32	2.38	3.74	2.79	0	0	1.28
gene284.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene285.1	64.16	47.44	37.24	27.3	39.77	41.71	59.61	50.28	39.99	52.22	40.51	139.9	97.42	182.06	180.92	64.41	80.89	58.43	42.03	68.78	33.01	32.37	47.85	31.92	65.65	97.54	76.46	33.47	40.17	38.27
gene286.1	0	0.13	1.12	0	0	0.49	0	0.09	0	0.1	0.22	0.31	0	0	0.21	0.1	0.09	0	0.52	0	0	0.25	0.2	1.3	0.09	0.12	0	0.25	0	0
gene287.1	399.8	672.02	350.37	351.55	642.59	719.92	560.62	611.4	339.97	244.09	474.75	753.67	609.64	710.56	714.43	244.64	412.05	435.71	454.93	464.94	404.48	463.15	495.7	518.92	352.72	278.73	339.96	458.04	406.02	428.13
gene288.1	0	0	0	0.46	2.35	1.97	0.21	2.53	3.37	0.1	0.22	0.1	2.76	0.18	0.28	3.92	3.71	3.16	0	0	0	0.88	0.89	1.52	1.56	1.05	1.39	12.01	4.16	2.39
gene289.1	8.41	1.42	9.14	3.83	2.91	3.7	8.87	0.36	20.59	4.23	13.47	5.19	0.09	3.48	5.05	12.88	5.01	10.6	4.69	4.29	4.22	5.77	3.35	3.9	7.34	4.56	2.65	1.72	7.4	2.02
gene290.1	1.14	1.42	0.56	0.46	0	2.22	0	1.99	0.1	1.51	0.33	2.03	0	0.37	0.63	3.32	3.06	3.16	2.4	0.88	1.52	0	0.3	0	4.03	1.52	1.11	0	0.2	0
gene291.1	11.55	18.18	13.35	18.01	28.02	7.77	7.53	14.2	15.54	15.29	16.69	13.62	0.43	16.86	14.8	4.53	7.89	14.17	23.67	18.54	15.04	16.19	11.05	15.37	14.85	8.29	12.81	21.33	6.39	20.19
gene292.1	87.97	67.29	56.36	44.03	31.5	55.28	64.35	346.35	72.05	84.07	56.98	173.04	77.32	160.34	109.82	46.8	52.28	44.56	140.07	96.09	145.9	187.97	134.29	194.47	130.47	90.53	140.67	82.02	81.14	163.08
gene293.1	14.12	17.4	21.5	15.1	19.09	18.88	25.99	33.46	18.9	41.98	17.36	22.67	26.06	15.94	23.21	22.24	13	16.82	4.8	4.19	6.06	3.39	5.82	3.57	7.34	2.57	3.48	6.5	5.78	3.67
gene294.1	56.61	87.92	56.08	36.48	95.81	105.01	91.07	201.12	74.13	89.7	104.05	60.7	138.67	42.79	42.08	112.51	68.81	74.33	27.74	40	25	20.08	32.95	19.26	33.28	40.07	34.82	30.53	41.89	37.26
gene295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene296.1	0.57	0.9	1.12	0.81	2.44	0.86	1.34	13.66	2.47	2.95	0.45	8.74	0.95	1.28	2.17	7.95	13.19	8.57	2.71	1.27	0.87	3.01	1.87	3.35	58.86	28.62	29.11	1.96	5.17	0.83
gene297.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
gene298.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene299.1	4.85	2.71	8.43	14.52	17.68	11.35	12.17	6.78	26.52	5.08	2.67	3.25	0.09	0.37	1.26	1.81	0.37	1.22	0.94	1.27	0.43	1.38	0.49	0.43	0.64	0.23	0	3.43	1.83	0
gene300.1	10.41	4.64	10.82	9.18	4.7	3.58	4.43	0.09	18.61	4.53	6.45	7.32	0	6.51	6.03	7.15	6.22	5.71	0.94	1.17	2.38	1.63	1.18	0.97	3.3	1.29	0.42	1.96	1.72	0.73
gene301.1	981.4	1022.27	953.99	1328.95	1747.51	1369.63	715.84	1217.11	992.21	573.73	1539.31	1326.68	961.19	1046.91	1162.04	995.88	1267.16	1013.56	514.16	562.11	601.04	495.64	520.76	526.49	577.36	889.34	648.59	587.75	611.42	508.52
gene302.1	218.72	133.17	89.52	36.48	24.92	51.83	25.47	22.25	31.77	65.38	136.33	68.83	44.09	41.51	55.82	21.84	22.75	36.81	15.23	13.95	20.35	13.68	9.27	10.06	15.95	6.54	11	24.15	14.61	25.33
gene303.1	21.53	40.61	14.34	4.07	3.48	17.65	8.46	1.09	11.78	52.56	23.26	79.51	6.99	69.64	56.66	21.94	27.95	23.96	21.07	22.73	15.91	16.06	19.83	15.15	34.2	39.02	23.12	22.44	25.56	21.38
gene304.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0
gene305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.2	0
gene306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene307.1	124.76	92.3	149.54	118.85	72.59	98.23	144.38	100.47	111.54	183.52	69.33	124.54	59.28	177.57	133.24	100.84	102.99	87.79	46.31	34.24	32.69	38.15	36.21	26.3	55.1	54.9	35.24	51.98	72.62	40.84
gene308.1	100.09	219.54	50.74	410.34	694.21	290.36	177.28	179.78	170.73	164.56	459.72	187.38	286.91	101.25	87.03	205.8	372.3	177.83	125.99	192.18	303.28	372.93	340.4	552.79	173.38	58.18	228.96	326.61	232.58	331.03
gene309.1	3227.22	4305.66	2643.85	7287.47	11010.58	4618.53	4005.73	5566.39	5050.6	2725.68	7096.6	4800	6116.07	3355.51	3197.14	5173.32	7670.94	2965.54	7526.41	9568.33	14149.21	14021.47	12457.96	20630.01	7226.32	9837.17	12307.93	11055.12	10729.99	14009.31
gene310.1	1367.23	1263.21	906.77	1427.36	1113.2	545.8	965.21	740.36	1128.69	1028.17	1385.62	1063.76	1166.12	716.42	733.65	1240.42	1539.17	644.95	1468.24	1722.13	2299.05	2273.31	2560.4	2914.37	1371.84	1305.91	2000.65	1551.4	1473.56	1646.9
gene311.1	20.96	27.2	22.77	9.18	12.98	14.93	37.33	18.45	24.45	28.17	18.47	35.28	19.33	49.75	42.22	18.32	24.05	29.37	33.69	35.31	24.68	33.38	42.53	29.11	25.76	25.93	23.54	37.64	27.69	31.2
gene312.1	287.16	457.64	292.61	560.44	240.34	174.24	488.33	475.03	329.18	501.86	317.61	457.92	517.31	698.37	367.38	296.27	294.11	248.5	1447.9	1242.26	1327.84	1289.05	1121.94	1009.91	521.25	312.49	422.83	1585.85	1969.65	2198.92
gene313.1	22.53	24.49	24.03	17.31	22.28	25.67	21.45	31.11	21.18	20.41	48.97	42.4	33.74	35.83	33.45	20.23	24.33	16.31	21.9	13.76	36.8	10.92	14.8	8.44	29.62	17.41	25.77	32.61	15.11	26.34
gene314.1	16.25	5.93	14.48	6.62	1.5	3.33	0.41	8.86	5.64	20.06	4.23	11.49	4.57	15.67	15.64	11.87	10.59	13.46	0	0.1	0	2.26	0.3	0.54	1.83	1.29	1.53	0	0.1	0
gene315.1	123.48	173.9	121.57	41.71	41.56	64.17	42.49	36.44	26.23	94.41	183.07	146.71	21.75	28.77	23.28	22.94	33.8	24.98	46.51	28.39	38.1	9.54	7.1	5.41	23.2	15.65	16.85	16.8	16.84	15.97
gene316.1	1.43	0	0	0.12	22.94	2.71	1.86	0	1.78	4.78	1	0.31	0	0.18	0.77	1.01	2.6	2.96	0	0.68	0	0	0.2	0	0	0.58	0.84	0	0	0
gene317.1	13.83	9.67	10.54	9.41	6.77	10	18.98	0.09	14.25	10.62	2.45	9.76	3.45	15.94	11.92	13.99	9.66	11.42	5.53	2.83	2.38	7.15	5.43	3.79	3.21	1.99	2.51	5.52	2.33	1.38
gene318.1	27.66	53.63	40.05	32.53	82.93	48	39.5	83.11	39.29	20.58	58.31	39.35	42.54	27.3	35.34	37.34	34.55	62.1	40.99	27.32	36.26	44.92	26.34	40.58	45.75	49.65	69.36	91.22	40.17	48.82
gene319.1	29.51	32.49	36.12	36.13	54.82	87.86	60.95	86.54	57.11	14.15	21.48	13.73	22.44	13.65	13.6	37.44	29.07	47.62	13.66	9.27	7.79	10.16	12.04	6.82	34.2	32.24	35.79	26.6	16.43	13.49
gene320.1	0.14	0.26	0	0	0	0.12	0	0.81	0.1	0.03	0	0	0	0	0.14	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.09
gene321.1	17.25	15.34	10.4	2.09	7.05	2.71	7.01	9.04	10.69	16.22	5.56	10.07	6.39	10.17	16.06	14.39	8.27	10.91	0.94	2.05	0.87	0.63	2.07	1.52	2.38	2.22	2.09	2.21	2.74	0.64
gene322.1	2	2.19	2.53	0.35	0.19	1.6	2.06	0.27	8.81	5.29	0.89	3.56	0.6	3.76	5.75	7.45	4.55	13.26	3.23	4.29	3.46	2.01	15.1	6.49	3.76	8.29	3.76	3.8	8.11	8.99
gene323.1	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.09	0	0	0.2	0	0	0.3	0	0	0.12	0	1.84	0.41	0
gene324.1	42.63	46.67	88.26	52.05	45.32	77.62	67.76	14.83	61.26	58.09	28.04	33.65	21.31	54.15	48.81	33.11	25.26	54.04	115.77	111.5	73.82	51.7	45.68	36.79	29.62	18.81	14.07	58.24	69.48	45.61
gene325.1	0	0	0	0	0	0	0	0	0	0	0	0	3.88	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
gene326.1	22.24	21.01	41.18	16.38	10.34	18.02	12.69	7.23	13.96	29.68	18.58	25.52	19.59	34.91	38.64	21.64	30.46	24.27	29.93	21.75	9.2	20.45	14.5	10.5	9.54	11.1	4.6	8.83	9.84	5.69
gene327.1	40.07	41.64	77.44	45.19	73.91	64.66	153.05	285.76	81.26	45.66	63.1	80.52	64.03	63.04	71.18	66.12	51.45	54.15	59.34	63.22	72.84	59.85	46.57	70.02	69.5	56.07	87.88	59.83	48.18	73.97
gene328.1	30.66	27.72	33.17	25.09	26.42	35.17	34.86	21.7	42.86	32.22	48.52	28.77	41.76	33.63	28.75	33.21	28.23	29.98	26.7	33.66	41.78	40.28	31.67	34.09	47.59	27.1	50.14	49.04	31.65	36.62
gene329.1	16.25	12.63	15.04	5.58	2.82	9.63	16.09	7.87	15.74	15.73	15.02	16.27	9.75	21.26	17.11	16.3	10.77	13.05	6.88	6.05	7.14	10.16	8.19	5.74	16.6	8.76	10.72	12.87	9.13	2.85
gene330.1	34.79	11.22	11.24	34.16	12.88	19.25	15.57	13.75	26.23	14.74	10.24	9.15	2.16	13.74	11.78	24.25	15.04	14.38	9.59	4.78	1.84	10.16	10.95	12.23	9.35	12.97	9.19	9.56	4.87	5.78
gene331.1	5.28	2.32	2.95	2.44	0.47	3.33	2.37	8.32	1.88	3.09	4.67	3.36	2.33	1.56	2.24	1.31	2.51	2.45	0.94	0.68	0.54	1.13	0.39	0.87	0.28	0.12	0.14	0.74	0.51	0.09
gene332.1	83.98	111.9	59.31	61.46	54.07	68.36	70.54	31.74	63.94	56.2	84.58	69.44	95.44	33.9	43.83	55.35	65.84	48.54	26.49	35.9	39.4	61.48	50.12	55.3	48.32	34.46	53.2	32.37	29.01	50.93
gene333.1	10.41	2.06	10.68	7.2	5.08	4.94	8.46	1.99	5.94	7.15	3.12	2.34	4.66	1.74	2.03	7.85	5.29	8.06	2.61	1.66	1.19	3.64	1.09	1.19	3.03	0.82	1.39	0.98	0.2	0.28
gene334.1	21.39	29.01	12.93	12.55	23.6	7.9	25.78	25.59	20.29	13.64	33.16	13.01	36.07	18.87	12.9	17.91	16.81	8.26	55.69	45.85	56.5	89.84	54.37	56.06	55.56	53.04	53.62	65.1	54.67	48.64
gene335.1	4.56	6.06	12.51	8.48	8.74	14.81	16.81	4.79	7.52	10.51	5.34	5.8	8.54	4.58	4.91	6.84	7.24	12.64	5.63	2.83	1.3	11.54	4.14	6.93	3.48	3.86	6.41	8.83	5.58	4.77
gene336.1	90.25	68.58	98.8	125.36	59.99	103.66	142.53	47.84	96.1	91.86	69.44	57.75	37.8	65.6	60.52	110.5	57.95	74.23	52.98	68.58	52.82	51.82	62.46	54.98	69.13	62.5	69.78	44.63	51.32	52.4
gene337.1	88.97	67.68	97.25	125.36	55.57	102.3	142.53	47.84	93.63	91.35	69.44	56.93	37.71	65.15	60.1	91.98	55.35	73.32	52.98	68.39	52.93	51.2	62.36	54.65	67.3	61.91	69.64	43.89	51.32	52.4
gene338.1	65.3	78.77	49.61	83.3	141.61	102.55	90.55	272.02	73.44	52.73	106.72	83.27	160.67	86.68	83.1	52.53	78.75	52.31	144.65	146.43	174.59	164.88	191.22	242.95	151.1	173.36	245.54	179.98	115.73	187.86
gene339.1	0	0	0	0	0	0	0	0	0.2	0.03	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0.14	0	0	0
gene340.1	3.28	0.64	1.83	14.29	0	1.6	6.81	7.42	10.99	3.06	3.67	3.05	0.17	1.65	0.91	4.13	6.78	7.44	2.5	1.66	6.71	4.02	1.97	0.87	2.02	2.34	5.85	2.57	0.81	1.47
gene341.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene342.1	0	0	0	0.58	0	0	0.52	0.45	0.49	0.24	0.22	0.1	0	0	0	0.3	1.11	0.61	0.1	0.1	0	0	0.1	0	0.18	0	0	0	0	0
gene343.1	0	0	0.14	0	0	0.12	1.03	0	1.88	0	0	0	0	0	0.07	0	0.09	0	0	0.2	0	0	0	0	0	0	0.14	0.12	0	0.83
gene344.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.18	0.7	0.84	0	0	0
gene345.1	4.85	8.77	12.37	10.46	17.02	8.14	7.32	5.79	9.11	9.41	14.8	5.19	10.61	3.02	2.88	6.84	9.38	16.72	0.42	0.59	0.76	1.51	0.1	1.84	1.93	4.32	2.65	4.54	0.2	0.55
gene346.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene347.1	25.52	46.54	14.76	20.45	17.49	25.67	23.93	2.44	20.59	27.66	57.87	27.25	62.82	18.51	19.35	19.42	19.97	18.86	20.13	20.29	19.16	19.07	11.15	27.49	15.77	13.55	28.55	14.22	16.94	20.56
gene348.1	20.96	51.95	19.11	16.26	25.11	16.54	5.88	17.36	16.33	21.2	25.37	39.14	27.1	42.97	38.78	14.99	46.71	26.31	24.09	17.07	39.83	21.71	17.37	13.96	68.12	44.04	44.01	34.57	21	22.48
gene349.1	0.14	0.9	0.28	0.12	0	0.86	0.83	0.27	0.3	0.24	0	0.31	0.17	0.55	0.28	0	0.28	0.1	0.42	0.1	0	0	0	0	0	0	0	0.12	0	0
gene350.1	7.41	22.82	12.23	7.09	0.28	7.77	3.09	17.45	7.62	19.58	9.46	11.39	0.35	14.2	13.11	12.98	8.27	7.14	3.13	2.34	1.95	2.26	2.57	0.54	5.68	2.34	2.37	5.03	8.93	2.94
gene351.1	0	0	0.14	0	0	0.37	0	0	0	0.03	0.22	0.2	0	0	0.14	0	0	0.1	0	0	0.11	0	0	0.32	0.46	0	0	0	0	0.83
gene352.1	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0.22	0.13	0	0.11	0.18	0	0	0	0	0
gene353.1	10.55	0.39	4.5	1.74	10.91	5.68	3.82	39.07	2.97	1.44	5.68	1.63	23.64	0.27	1.05	4.73	9.47	9.18	0	0	0.54	2.64	0.1	0.65	1.83	1.05	1.95	2.82	0.3	0
gene354.1	8.27	3.61	6.04	3.25	6.3	5.06	11.24	19.08	23.65	3.09	1.45	1.83	0.09	3.02	5.82	11.67	17.27	11.62	5.11	1.56	1.41	5.77	3.26	2.71	5.23	2.1	2.65	1.72	0.3	0.37
gene355.1	0.43	0.64	0.14	0.35	1.88	3.33	11.76	10.31	18.41	0	0	0	0	0	0.07	0	0.09	0	0	0	0	0	0	0	0	0	0	0.25	0.1	0
gene356.1	300.71	228.17	484.3	258.26	157.87	277.65	290.42	155.09	281.38	453.72	243.38	269.83	113.64	404.34	343.68	293.15	277.11	314.67	117.64	105.07	53.69	86.58	93.54	58.44	139.64	110.74	92.48	139.03	155.69	109.58
gene357.1	13.12	12.89	9.98	8.02	20.87	9.01	8.35	81.57	4.16	11.41	23.59	27.15	7.16	20.71	19.49	10.87	29.44	9.89	4.17	2.73	2.38	3.64	4.34	4.65	20.63	11.33	11.56	9.81	8.22	0.92
gene358.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene359.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene361.1	10.69	6.45	4.78	10.92	20.12	16.17	17.53	17.63	19	2.75	2.11	3.25	6.13	4.31	4.35	8.25	9.94	7.55	7.72	4	3.25	5.02	1.97	2.71	13.94	9.35	8.08	23.91	7.81	16.52
gene362.1	0	0	0	0	0	0	0	0.09	0	1.31	0.11	0.41	9.15	26.2	56.73	0	0.09	0.31	0	0	0	0	0	0	0	0	0	0	0	0
gene363.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene364.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0
gene366.1	0.43	0.52	0.42	0.35	0.19	0.49	0.93	2.08	0.1	0.72	0	0	1.12	0.64	0.77	0.91	0.65	2.24	0.1	0	0.11	0.13	0.1	0.11	0.55	0.23	0	0.12	0	0
gene367.1	0	0	0	1.86	0.28	3.33	0	0	0	0.45	0	0.2	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.09
gene368.1	0.29	0.26	0	0	0	0	0	0	0	0.31	0.11	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0.09	0	0	0	0	0.09
gene369.1	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0
gene370.1	26.52	64.97	33.03	36.02	58.58	31.34	47.34	238.65	39	28.24	49.41	19.93	48.24	20.34	23.21	35.83	46.62	25.08	29.31	28.49	51.74	33.63	14.8	17.75	27.6	12.38	29.8	28.81	21.71	17.9
gene371.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.14	0	0	0
gene372.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.31	0	0	0	0	0	0	1.47	0.58	1.25	0	0	0
gene373.1	22.81	29.52	29.94	7.9	14.29	7.28	14.34	44.67	21.68	39.92	22.15	46.97	21.66	39.77	44.95	9.66	23.5	15.7	6.67	5.27	2.71	4.64	5.92	2.27	10.09	7.94	11.98	5.15	2.13	2.11
gene374.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene376.1	4.13	0.39	6.04	2.67	5.27	3.33	3.61	6.87	2.77	4.53	2.89	5.49	13.29	5.41	4.21	5.13	5.39	3.98	3.13	1.95	5.3	3.89	3.16	1.95	5.13	4.67	4.74	3.8	4.56	3.85
gene377.1	27.52	42.28	13.77	19.98	23.22	28.63	31.87	44.76	24.64	12.54	52.64	31.01	11.91	26.85	23.14	20.13	27.67	18.66	20.02	8.19	10.17	11.8	10.95	11.15	15.59	12.97	7.66	10.79	9.94	7.25
gene378.1	8.27	8.25	12.93	8.13	3.29	3.58	13.92	9.13	12.27	20.51	14.47	14.03	5.87	20.07	20.27	11.07	10.49	12.03	1.77	1.76	1.73	2.64	2.47	2.81	3.94	4.09	3.9	3.8	1.62	0.92
gene379.1	3.71	11.22	3.94	2.21	1.88	1.85	0.62	13.11	5.44	4.64	3.67	6.1	1.55	5.22	6.45	3.62	4.64	4.38	12.62	11.02	24.35	10.04	9.27	9.96	83.99	53.62	88.72	10.05	8.82	7.25
gene380.1	0.14	0	0	2.9	1.5	1.36	0.41	0.63	0.59	0.31	0.45	0.2	0.78	0.09	0.35	0.6	0.65	0.51	0.42	0.59	1.19	1.25	1.28	0.65	2.2	0.93	3.2	2.08	2.03	2.02
gene381.1	25.95	55.3	26.14	65.87	139.91	108.47	30.01	129.68	64.23	28.34	107.61	59.07	56.52	68.08	51.26	38.64	67.24	47.11	50.48	76.87	63.86	51.45	60.29	42.31	90.95	88.55	59.33	55.17	95.55	54.61
gene382.1	93.25	34.68	71.11	42.75	23.41	19.74	40.32	7.96	58.89	107.84	26.37	70.66	18.47	52.96	63.53	82.82	132.89	63.12	46.51	29.07	16.78	57.6	63.44	51.08	115.16	167.05	75.35	68.66	24.04	21.75
gene383.1	0.29	0	1.41	4.65	0	0.62	0	0	0	0.21	0	0.92	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0.58	0	0	0	0
gene384.1	15.83	13.28	28.81	12.66	10.81	19.5	22.59	11.03	10.79	20.34	21.48	9.05	11.99	7.06	7.85	19.52	18.39	15.3	8.13	7.02	5.63	11.54	6.12	8.44	13.57	8.76	9.05	13	9.13	5.6
